Site Name,Listing URL,Base URL,Contact Name,Contact Number,to_scrape,Scraper,Mode,Status,Count
"First Choice Business Brokers - Tampa Bay, Florida",https://fcbb.com/businesses-for-sale,,"First Choice Business Brokers - Tampa Bay, Florida",,False,,,skipped,0
Executive Business Brokers,https://execbb.com/Buyer/sub/search.asp,,Executive Business Brokers,,False,,,skipped,0
Vested Business Brokers,https://www.vestedbb.com/advancesearch/index.html,,Vested Business Brokers,,False,,,skipped,0
Sunbelt Network,https://www.sunbeltnetwork.com/business-search/business-results/,,Sunbelt Network,,False,,,skipped,0
"Contango Investments, Inc",https://bizmls.com/cgi-bin/a-bus2.asp?folder=bbf-530&src=bus-all,,"Contango Investments, Inc",,False,,,skipped,0
Legacy Venture Group,https://bbms.biz/cgi-bin/a-bus2.asp?folder=bbf-883&src=businesses,,Legacy Venture Group,,False,,,skipped,0
Benchmark Business Group,https://www.benchmarkbusinessgroup.com/business-for-sale/limit/100,,Benchmark Business Group,,False,,,skipped,0
Benchmark International,https://embracebenchmark.com/,,Benchmark International,,False,,,skipped,0
Blackcastle Partners,https://www.blackcastlepartners.com/,,Blackcastle Partners,,False,,,skipped,0
Business Brokers of San Antonio,https://bbofsa.com/business-listing/,,Business Brokers of San Antonio,,False,,,skipped,0
Drake Business Services,https://drakebusinessbrokers.com/business-opportunities/,,Drake Business Services,,False,,,skipped,0
"First Choice Business Brokers - Blaine, Minnesota",https://businessesforsaleinminnesota.com/businesses-for-sale,,"First Choice Business Brokers - Blaine, Minnesota",,False,,,skipped,0
"First Choice Business Brokers - Coral Springs, Florida",https://businessforsalesouthflorida.com/businesses-for-sale,,"First Choice Business Brokers - Coral Springs, Florida",,False,,,skipped,0
Horizon Business Brokers,https://www.horizonbrokers.com/businesses-for-sale/,,Horizon Business Brokers,,False,,,skipped,0
Inbar Group,https://inbargroup.com/businesses-for-sale/,,Inbar Group,,False,,,skipped,0
KeyStone Business Advisors,https://www.keystonebusinessadvisors.com/businesses-for-sale/,,KeyStone Business Advisors,,False,,,skipped,0
Liberty Exchange,https://libertyexchange.com/businesses-for-sale/,,Liberty Exchange,,False,,,skipped,0
My Florida Business Broker,https://www.myfloridabusinessbroker.com/search-business-listings/,,My Florida Business Broker,,False,,,skipped,0
National Business Brokers,https://www.natbiz.com/index.php/businesses-for-sale,,National Business Brokers,,False,,,skipped,0
Ocala Business Brokers,https://ocalabb.com/all-listings/,,Ocala Business Brokers,,False,,,skipped,0
Pacific M&A and Business Brokers,https://www.pmabb.com/businesses-for-sale/,,Pacific M&A and Business Brokers,,False,,,skipped,0
Phoenix CORE Group,https://phoenixbusinessbrokers.net/businesses-for-sale/,,Phoenix CORE Group,,False,,,skipped,0
Playbook Corporate Advisory,https://www.playbookadvisory.com/active-listings/opportunities/,,Playbook Corporate Advisory,,False,,,skipped,0
RMS and Company,https://www.rmsandcompany.com/database,,RMS and Company,,False,,,skipped,0
Starwood Business Group,https://starwoodbusinessgroup.com/businesses-for-sale,,Starwood Business Group,,False,,,skipped,0
Summit Acquisitions Group,https://summitacquisitions.com/acquisition-opportunities/,,Summit Acquisitions Group,,False,,,skipped,0
The Kensington Company,https://kensingtoncompany.com/business-listings/?sort_order=_sfm_cash_flow+desc+num,,The Kensington Company,,False,,,skipped,0
NEO Business Advisors,https://neobusinessadvisors.com/businesses-for-sale/,,NEO Business Advisors,,False,,,skipped,0
BayState Business Brokers,https://www.baystatebusinessbrokers.com/businesses-for-sale-in-ma-nh-ct-ri/,,BayState Business Brokers,,False,,,skipped,0
Premium Mergers and Acquisitions,https://premiummergers.com/businesses-for-sale/,,Premium Mergers and Acquisitions,,False,,,skipped,0
Lakeridge Advisory,https://lakeridgeadvisory.com/acquisition-opportunities/,,Lakeridge Advisory,,False,,,skipped,0
