vendor,category,sku,name,unit,price,url,brand,image,scrape_date
Turks Tra Lumber,Lumber & Framing Components,66T-PC,"6""x5"" 14-Gauge T Strap, Zinc Galvanized",/ Piece,$7.75,https://turkstralumber.com/products/6-in-x-5-in-14-gauge-galvanized-t-strap-pack-of-1000,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_66T_ProdPho_Pho_Prod_T-Strap_C0.png,2026-01-10 21:42:39.258955
Turks Tra Lumber,Lumber & Framing Components,66L-PC,"6""x6"" 14-Gauge L Strap, Zinc Galvanized",/ Piece,$7.25,https://turkstralumber.com/products/6-in-x-6-in-14-gauge-galvanized-l-strap-pack-of-10,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_66L_ProdPho_Pho_Prod_L-Strap_C0.png,2026-01-10 21:42:39.349390
Turks Tra Lumber,Lumber & Framing Components,6SG,"6"" ProPink ComfortSeal™ Sill Gasket",/ Roll,$19.75,https://turkstralumber.com/products/6-propink-comfortseal%E2%84%A2-sill-gasket,OWENS CORNING,https://turkstralumber.com/cdn/shop/files/6SG.png,2026-01-10 21:42:39.474007
Turks Tra Lumber,Lumber & Framing Components,HDPWBP,4'x 8' Primed Beaded Panel,/ Sheet,$57.96,https://turkstralumber.com/products/4-ft-x-8-ft-beaded-panel-primed-2-inch-on-center,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/PrimedBeadedPanel2OC.webp,2026-01-10 21:42:39.564859
Turks Tra Lumber,Lumber & Framing Components,SLOTLGW,4 ft X8 ft SLOTWALL LARGE GROOVE WHITE,/ Sheet,$132.00,https://turkstralumber.com/products/4-ft-x8-ft-slotwall-large-groove-white,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/SlotwallWhite.png,2026-01-10 21:43:09.263369
Turks Tra Lumber,Lumber & Framing Components,18BIRVC,1/8 in X4 ft X8 ft WHITE BIRCH VENEER CORE A-4,/ Sheet,$28.72,https://turkstralumber.com/products/1-8-in-x4-ft-x8-ft-white-birch-veneer-core-a-4,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/BirchVC_7a28a590-fde5-483e-a647-700bf0ff66f5.jpg,2026-01-10 21:43:09.353110
Turks Tra Lumber,Lumber & Framing Components,18BB,1/8 in X5 ft X5 ft BALTIC BIRCH BB/BB,/ Sheet,$29.37,https://turkstralumber.com/products/1-8-in-x5-ft-x5-ft-baltic-birch-bb-bb,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/BalticBirchPly_382922d3-d9db-488c-9731-0a8a13353b60.jpg,2026-01-10 21:43:09.456215
Turks Tra Lumber,Lumber & Framing Components,14PEG,"1/4"" x 4' x 8' Standard Pegboard",/ Sheet,$36.98,https://turkstralumber.com/products/1-4-in-x4-ft-x8-ft-standard-pegboard,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/Pegboard.jpg,2026-01-10 21:43:09.545856
Turks Tra Lumber,Lumber & Framing Components,14HARDW,1/4 in X4 ft X8 ft HARDBOARD WHITE,/ Sheet,$41.72,https://turkstralumber.com/products/1-4-in-x4-ft-x8-ft-hardboard-white,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/WhiteHardboard2.webp,2026-01-10 21:43:09.672527
Turks Tra Lumber,Lumber & Framing Components,12BB,1/2 in X5 ft X5 ft BALTIC BIRCH BB/BB,/ Sheet,$87.07,https://turkstralumber.com/products/1-2-in-x5-ft-x5-ft-baltic-birch-bb-bb,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/BalticBirchPly.jpg,2026-01-10 21:43:09.763912
Turks Tra Lumber,Lumber & Framing Components,34MDFS,"3/4""x4'x8' MDF Sheet",/ Sheet,$53.83,https://turkstralumber.com/products/3-4-in-x4-ft-x8-ft-medium-density-fibreboard,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/MDFSheet_c99e117c-e18e-4f29-a03e-beec6ffc80b0.jpg,2026-01-10 21:43:09.854126
Turks Tra Lumber,Lumber & Framing Components,34MDOG1S,"3/4""x4'x8' Medium Density Overlay G1S",/ Sheet,$83.33,https://turkstralumber.com/products/3-4-in-x4-ft-x8-ft-medium-density-overlay-g1s,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/MDO_06f42fd9-2432-447a-97e8-5bfc7feb081f.png,2026-01-10 21:43:09.943995
Turks Tra Lumber,Lumber & Framing Components,12MDFS,"1/2""x4'x8' MDF Sheet",/ Sheet,$39.98,https://turkstralumber.com/products/1-2-in-x4-ft-x8-ft-medium-density-fibreboard,NEOS GORDONPLY,https://turkstralumber.com/cdn/shop/files/MDFSheet.jpg,2026-01-10 21:43:10.034543
Turks Tra Lumber,Lumber & Framing Components,14BCX,1/4” 4’ X 8’ BCX Fir Plywood,/ Sheet,$48.00,https://turkstralumber.com/products/1-4-4-x-8-bcx-fir-plywood,CANWEL DISTRIBUTION LTD,https://turkstralumber.com/cdn/shop/files/BCXFirPlywood_a35a23c0-fe79-45c8-8096-b17a7cbc62c2.jpg,2026-01-10 21:43:10.124518
Turks Tra Lumber,Lumber & Framing Components,12ACX,1/2” 4’ X 8’ Pine ACX Plywood Sanded 1 Side Plywood,/ Sheet,$55.54,https://turkstralumber.com/products/1-2-4-x-8-pine-acx-plywood-sanded-1-side-plywood,CANWEL DISTRIBUTION LTD,https://turkstralumber.com/cdn/shop/files/ACXPinePlywood.webp,2026-01-10 21:43:10.250057
Turks Tra Lumber,Lumber & Framing Components,12BCX,1/2” 4’ X 8’ BCX Fir Plywood,/ Sheet,$61.44,https://turkstralumber.com/products/1-2-4-x-8-bcx-fir-plywood,CANWEL DISTRIBUTION LTD,https://turkstralumber.com/cdn/shop/files/BCXFirPlywood.jpg,2026-01-10 21:43:10.350543
Turks Tra Lumber,Lumber & Framing Components,168S,1”x6”x8’ Spruce Strapping,/ Piece,$4.35,https://turkstralumber.com/products/1-x-6-x-8-spruce-strapping-boards-2,TURKSTRA,https://turkstralumber.com/cdn/shop/files/1x6spruce_372b2fb7-3867-4d18-95dc-067ca02972fc.jpg,2026-01-10 21:43:10.442205
Turks Tra Lumber,Lumber & Framing Components,2310S,2”x3”x10’ Spruce Construction Lumber,/ Piece,$4.60,https://turkstralumber.com/products/2-x3-x10-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/238sbigger_514cf94e-9f6c-43ec-b57a-65a425c449d2.jpg,2026-01-10 21:43:10.533592
Turks Tra Lumber,Lumber & Framing Components,LSSR2.37Z,Slopeable/Skewable Rafter Hanger,/ Each,$19.55,https://turkstralumber.com/products/slopeable-skewable-rafter-hanger,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/LSSR237Z.jpg,2026-01-10 21:43:10.665301
Turks Tra Lumber,Lumber & Framing Components,U414,"4""x14"" Face-Mount Joist Hanger U",/ Each,$17.52,https://turkstralumber.com/products/face-mount-joist-hanger-u-4x14,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/U414.webp,2026-01-10 21:43:10.779111
Turks Tra Lumber,Lumber & Framing Components,MIU2.37/11,"2-5/16""x11-7/8"" Medium Face-Mount I-Joist Hanger",/ Each,$21.90,https://turkstralumber.com/products/medium-face-mount-i-joist-hanger-2-5-16-x-11-7-8,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/MIU237-11_RI.jpg,2026-01-10 21:43:40.320160
Turks Tra Lumber,Lumber & Framing Components,MIT311.88-2,"2-1/2"" - 2-9/16""x11-7/8"" Medium I-Joist Top-Flange Double Hanger",/ Each,$15.22,https://turkstralumber.com/products/medium-i-joist-top-flange-hanger-double-2-1-2-in-to-2-9-16-in-x-11-7-8-in,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_MIT314-2_ProdPho_RI_Prod_Hanger_C0.jpg,2026-01-10 21:43:40.415916
Turks Tra Lumber,Lumber & Framing Components,2624LVL,1 1/2” X 5 1/2” X 24’ Laminated Veneer Lumber Stud,/ Piece,$116.88,https://turkstralumber.com/products/1-1-2-x-5-1-2-x-24-laminated-veneer-lumber-stud,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLstudsandijoists_42da0ac1-8304-4231-b038-3866e728b8db.jpg,2026-01-10 21:43:40.515648
Turks Tra Lumber,Lumber & Framing Components,2618LVL,1 1/2” X 5 1/2” X 18’ Laminated Veneer Lumber Stud,/ Piece,$87.66,https://turkstralumber.com/products/1-1-2-x-5-1-2-x-18-laminated-veneer-lumber-stud,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLstudsandijoists_2bfa7eee-2486-4a54-85b9-e5d1342db064.jpg,2026-01-10 21:43:40.605344
Turks Tra Lumber,Lumber & Framing Components,2616LVL,1 1/2” X 5 1/2” X 16’ Laminated Veneer Lumber Stud,/ Piece,$77.92,https://turkstralumber.com/products/1-1-2-x-5-1-2-x-16-laminated-veneer-lumber-stud,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLstudsandijoists_1031863a-7bb9-4760-a97e-3cc9471e0e22.jpg,2026-01-10 21:43:40.724302
Turks Tra Lumber,Lumber & Framing Components,2612LVL,1 1/2” X 5 1/2” X 12’ Laminated Veneer Lumber Stud,/ Piece,$58.44,https://turkstralumber.com/products/1-1-2-x-5-1-2-x-12-laminated-veneer-lumber-stud,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLstudsandijoists_90d797d0-8a7d-4055-b0f1-ce5be1f376b0.jpg,2026-01-10 21:43:40.814225
Turks Tra Lumber,Lumber & Framing Components,2610LVL,1 1/2” X 5 1/2” X 10 Laminated Veneer Lumber Stud,/ Piece,$48.70,https://turkstralumber.com/products/1-1-2-x-5-1-2-x-10-laminated-veneer-lumber-stud,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLstudsandijoists_071c6181-a667-43df-9d5f-3b8dad092567.jpg,2026-01-10 21:43:40.905110
Turks Tra Lumber,Lumber & Framing Components,248LVL,1 1/2” X 3 1/2” X 8’ Laminated Veneer Lumber Stud,/ Piece,$25.04,https://turkstralumber.com/products/1-1-2-x-3-1-2-x-8-laminated-veneer-lumber-stud,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLstudsandijoists_1dc53822-91bf-4604-97eb-74e7c514e23b.jpg,2026-01-10 21:43:40.993724
Turks Tra Lumber,Lumber & Framing Components,SUR2.56/9,"2-1/2""x8-1/2"" SUR Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$19.76,https://turkstralumber.com/products/sur-galvanized-joist-hanger-for-2-1-2-in-x-8-1-2-in-engineered-wood-skewed-right,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/SUR256-9_RI.png,2026-01-10 21:43:41.084484
Turks Tra Lumber,Lumber & Framing Components,SUR2.56/11,"2-1/2""x11-1/4"" SUR Joist Hanger for Engineered Wood, Zinc Galvanized",/ Piece,$22.22,https://turkstralumber.com/products/sur-galvanized-joist-hanger-for-2-1-2-in-x-11-1-4-in-engineered-wood-skewed-right,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/SUR256-11_RI.png,2026-01-10 21:43:41.176020
Turks Tra Lumber,Lumber & Framing Components,SUR1.81/9,"1-3/4""x8-1/2"" SUR Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$22.51,https://turkstralumber.com/products/sur-galvanized-joist-hanger-for-1-3-4-in-x-8-1-2-in-engineered-wood-skewed-right,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/SUR181-9_RI.png,2026-01-10 21:43:41.295412
Turks Tra Lumber,Lumber & Framing Components,SUL2.56/9,"2-1/2""x8-1/2"" SUL Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$19.76,https://turkstralumber.com/products/sul-galvanized-joist-hanger-for-2-1-2-in-x-8-1-2-in-engineered-wood-skewed-left,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/SUL256-9_RI.png,2026-01-10 21:43:41.386859
Turks Tra Lumber,Lumber & Framing Components,SUL2.56/11,"2-1/2""x11-1/4"" SUL Joist Hanger for Engineered Wood, Zinc Galvanized",/ Piece,$22.22,https://turkstralumber.com/products/sul-galvanized-joist-hanger-for-2-1-2-in-x-11-1-4-in-engineered-wood-skewed-left,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/SUL256-11_RI.png,2026-01-10 21:43:41.476921
Turks Tra Lumber,Lumber & Framing Components,SUL1.81/9,"1-3/4""x8-1/2"" SUL Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$22.51,https://turkstralumber.com/products/sul-galvanized-joist-hanger-for-1-3-4-in-x-8-1-2-in-engineered-wood-skewed-left,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/SUL181-9_RI.png,2026-01-10 21:43:41.565978
Turks Tra Lumber,Lumber & Framing Components,LT359,"2-1/2""x9-1/2"" LT Top Mount Joist Hanger for Engineered Wood",/ Piece,$6.16,https://turkstralumber.com/products/lt-top-mount-joist-hanger-for-2-1-2-in-x-9-1-2-in-engineered-wood-1,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LT_ProdPho_Pho_Prod_Hanger-3qtr_CA_C0_d488003f-89de-4955-9a12-6c05b2715374.png,2026-01-10 21:43:41.655107
Turks Tra Lumber,Lumber & Framing Components,LT3516,"3-1/2""x16"" LT Top Mount Joist Hanger for Engineered Wood",/ Each,$9.18,https://turkstralumber.com/products/lt-top-mount-joist-hanger-for-3-1-2-in-x-16-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LT_ProdPho_Pho_Prod_Hanger-3qtr_CA_C0_c5c4c9e1-8976-4564-bab4-243af1391344.png,2026-01-10 21:43:41.776136
Turks Tra Lumber,Lumber & Framing Components,LT3514,"3-1/2""x14"" LT Top Mount Joist Hanger for Engineered Wood",/ Each,$6.72,https://turkstralumber.com/products/lt-top-mount-joist-hanger-for-3-1-2-in-x-14-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LT_ProdPho_Pho_Prod_Hanger-3qtr_CA_C0_7a2adc9a-6d79-40f6-98be-39d42c6216dd.png,2026-01-10 21:44:11.269502
Turks Tra Lumber,Lumber & Framing Components,LT2516,"2-1/2""x16"" LT Top Mount Joist Hanger for Engineered Wood",/ Each,$8.53,https://turkstralumber.com/products/lt-top-mount-joist-hanger-for-2-1-2-in-x-16-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LT_ProdPho_Pho_Prod_Hanger-3qtr_CA_C0_1efc48fc-e934-4b8d-b0cf-a5b58c3c3563.png,2026-01-10 21:44:11.362093
Turks Tra Lumber,Lumber & Framing Components,LF359,"3-1/2""x9-1/2"" LF Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$4.16,https://turkstralumber.com/products/lf-face-mount-joist-hanger-for-3-1-2-in-x-9-1-4-9-1-2-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LF_ProdPho_Pho_Prod_I-JoistHanger_CA_C0_bffade42-17f5-48b6-9593-f9a3d1960837.png,2026-01-10 21:44:11.466299
Turks Tra Lumber,Lumber & Framing Components,LF3514,"3-1/2""x14"" LF Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$6.47,https://turkstralumber.com/products/lf-face-mount-joist-hanger-for-3-1-2-in-x-14-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LF_ProdPho_Pho_Prod_I-JoistHanger_CA_C0_cf8d8a3f-6bc4-4d4c-b615-b9537ac60d61.png,2026-01-10 21:44:11.557530
Turks Tra Lumber,Lumber & Framing Components,LF3511,"3-1/2""x11-1/4"" to 11-7/8"" LF Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$4.51,https://turkstralumber.com/products/lf-face-mount-joist-hanger-for-3-1-2-in-x-11-1-4-11-7-8-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LF_ProdPho_Pho_Prod_I-JoistHanger_CA_C0_a998068c-6108-455e-936c-dd2c06d334af.png,2026-01-10 21:44:11.683265
Turks Tra Lumber,Lumber & Framing Components,LF1711,"1-3/4""x11-7/8"" LF Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$4.65,https://turkstralumber.com/products/lf-face-mount-joist-hanger-for-1-3-4-in-x-11-7-8-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LF_ProdPho_Pho_Prod_I-JoistHanger_CA_C0.png,2026-01-10 21:44:11.774747
Turks Tra Lumber,Lumber & Framing Components,HGUS7.25/8,"7""x7-1/2"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$118.64,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-7-in-x-7-1-2-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS725-10_RI.png,2026-01-10 21:44:11.866771
Turks Tra Lumber,Lumber & Framing Components,HGUS5.50/8,"5-1/4""x7-1/2"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$110.07,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-5-1-4-in-x-7-1-2-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS550-10_RI.png,2026-01-10 21:44:11.958418
Turks Tra Lumber,Lumber & Framing Components,TJC57,"5-1/8""x7"" TJC Jack Truss Connector, Zinc Galvanized",/ Piece,$11.47,https://turkstralumber.com/products/tjc-5-1-8-in-x-7-in-galvanized-jack-truss-connector-pack-of-30,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/TJC57_prototype.png,2026-01-10 21:44:12.048921
Turks Tra Lumber,Lumber & Framing Components,SUR1.81/11,"1-3/4""x11-7/8"" SUR Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$23.11,https://turkstralumber.com/products/sur-galvanized-joist-hanger-for-1-3-4-in-x-11-7-8-in-engineered-wood-skewed-right,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/SUR181-11_RI.png,2026-01-10 21:44:12.171866
Turks Tra Lumber,Lumber & Framing Components,MTHMQ-SDS3,"4-1/8"" MTHMQ Multiple Truss Hanger with Strong-Drive® SDS Screws, Zinc Galvanized",/ Each,$189.56,https://turkstralumber.com/products/mthmq-4-1-8-in-galvanized-multiple-truss-hanger-with-strong-drive%C2%AE-sds-screws-pack-of-10,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/MTHMQ-SDS3_RI.png,2026-01-10 21:44:12.263004
Turks Tra Lumber,Lumber & Framing Components,MIT39.5-2,"Double 2-1/2""x9-1/2"" MIT Top Flange Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$14.07,https://turkstralumber.com/products/mit-galvanized-top-flange-joist-hanger-for-double-2-1-2-in-x-9-1-2-in-engineered-wood-pack-of-375,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_MIT395-2_ProdPho_RI_Prod_Hanger_C0.png,2026-01-10 21:44:12.352968
Turks Tra Lumber,Lumber & Framing Components,LT351188,"3-1/2""x11-7/8"" LT Top Mount Joist Hanger for Engineered Wood",/ Each,$5.32,https://turkstralumber.com/products/lt-top-mount-joist-hanger-for-3-1-2-in-x-11-7-8-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LT_ProdPho_Pho_Prod_Hanger-3qtr_CA_C0_5c03871f-f494-494a-a48f-42ed7ab8a4fc.png,2026-01-10 21:44:12.446806
Turks Tra Lumber,Lumber & Framing Components,LT251188,"3""x11-7/8"" LT Top Mount Joist Hanger for Engineered Wood",/ Each,$5.04,https://turkstralumber.com/products/lt-top-mount-joist-hanger-for-3-in-x-11-7-8-in-engineered-wood-pack-of-25,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LT_ProdPho_Pho_Prod_Hanger-3qtr_CA_C0_4a7e8a4a-53b5-49a7-bfc3-3e98222f9362.png,2026-01-10 21:44:12.537462
Turks Tra Lumber,Lumber & Framing Components,LT259-PC,"2-1/2""x9-1/2"" LT Top Mount Joist Hanger for Engineered Wood",/ Piece,$5.25,https://turkstralumber.com/products/lt-top-mount-joist-hanger-for-2-1-2-in-x-9-1-2-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LT_ProdPho_Pho_Prod_Hanger-3qtr_CA_C0_3f5768a1-aae4-4e41-8e5a-4448f56208f2.png,2026-01-10 21:44:12.661102
Turks Tra Lumber,Lumber & Framing Components,LT2514,"2-1/2""x14"" LT Top Mount Joist Hanger for Engineered Wood",/ Each,$6.48,https://turkstralumber.com/products/lt-top-mount-joist-hanger-for-2-1-2-in-x-14-in-engineered-wood-pack-of-25,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LT_ProdPho_Pho_Prod_Hanger-3qtr_CA_C0.png,2026-01-10 21:44:12.766896
Turks Tra Lumber,Lumber & Framing Components,LSSR410Z,LSSR Light Field Adjustable Rafter Hanger for 4x,/ Each,$20.02,https://turkstralumber.com/products/lssr-light-field-adjustable-rafter-hanger-for-4x,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LSSR_ProdPho_Pho_Prod_Front_C0.png,2026-01-10 21:44:42.438841
Turks Tra Lumber,Lumber & Framing Components,LSSR2.56Z,"2-1/2"" LSSR Light Field Adjustable Rafter Hanger for Engineered Wood, ZMAX® Galvanized",/ Each,$17.22,https://turkstralumber.com/products/lssr-light-field-adjustable-rafter-hanger-for-2-1-2-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LSSR_ProdPho_Pho_Prod_Front_C0_12ea97b5-04fd-430d-b83b-92a0c2d675aa.png,2026-01-10 21:44:42.549985
Turks Tra Lumber,Lumber & Framing Components,LF259,"2-1/2""x9-1/2"" LF Face Mount Joist Hanger for Engineered Wood",/ Each,$3.84,https://turkstralumber.com/products/lf-face-mount-joist-hanger-for-2-1-2-in-x-9-1-2-in-engineered-wood-pack-of-1800,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LF_ProdPho_Pho_Prod_I-JoistHanger_CA_C0_c173c22f-ffcb-4cb2-b548-55f76a378a67.png,2026-01-10 21:44:42.639481
Turks Tra Lumber,Lumber & Framing Components,LF2514,"2-1/2""x14"" LF Face Mount Joist Hanger for Engineered Wood",/ Each,$5.78,https://turkstralumber.com/products/lf-face-mount-joist-hanger-for-2-1-2-in-x-14-in-engineered-wood-pack-of-1500,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LF_ProdPho_Pho_Prod_I-JoistHanger_CA_C0_8d3ab1ab-7dd6-4c62-acfe-c1d1fb759daf.png,2026-01-10 21:44:42.731246
Turks Tra Lumber,Lumber & Framing Components,LF2511,"2-1/2""x11-7/8"" LF Face Mount Joist Hanger for Engineered Wood",/ Each,$4.67,https://turkstralumber.com/products/lf-face-mount-joist-hanger-for-2-1-2-in-x-11-7-8-in-engineered-wood-pack-of-50,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LF_ProdPho_Pho_Prod_I-JoistHanger_CA_C0_42bfba97-1183-4935-b7b4-9b7ebfb9e38b.png,2026-01-10 21:44:42.854052
Turks Tra Lumber,Lumber & Framing Components,IUS3.56/9.5,"3-1/2""x9-1/2"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$5.98,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-3-1-2-in-x-9-1-2-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/IUS206-95_RI_501d0921-907d-453d-9d3a-24e317da3d79.png,2026-01-10 21:44:42.945759
Turks Tra Lumber,Lumber & Framing Components,IUS3.56/16,"3-1/2""x16"" IUS Face Mount Joist Hanger for Engineered Wood, ZincGalvanized",/ Each,$9.80,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-3-1-2-in-x-16-in-engineered-wood-pack-of-750,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/IUS356-16_RI.png,2026-01-10 21:44:43.037162
Turks Tra Lumber,Lumber & Framing Components,IUS3.56/14,"3-1/2""x14"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$8.20,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-3-1-2-in-x-14-in-engineered-wood-pack-of-25,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/IUS356-14_RI.png,2026-01-10 21:44:43.126812
Turks Tra Lumber,Lumber & Framing Components,IUS3.56/11.88,"3-1/2""x11-7/8"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$5.98,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-3-1-2-in-x-11-7-8-in-engineered-wood-pack-of-25,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_IUS356-1188_ProdPho_Pho_Prod_I-JoistHybridHanger_C0.png,2026-01-10 21:44:43.218424
Turks Tra Lumber,Lumber & Framing Components,IUS2.56/9.5,"2-1/2""x9-1/2"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$4.38,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-2-1-2-in-x-9-1-2-in-engineered-wood-pack-of-25,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/IUS256-925.png,2026-01-10 21:44:43.338601
Turks Tra Lumber,Lumber & Framing Components,IUS2.56/14,"2-1/2""x14"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$6.98,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-2-1-2-in-x-14-in-engineered-wood-pack-of-750,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/IUS256-16_RI_22fe5a0d-11c8-4f1a-bf17-686c49f4d559.png,2026-01-10 21:44:43.428293
Turks Tra Lumber,Lumber & Framing Components,IUS2.56/11.88,"2-1/2""x11-7/8"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$5.48,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-2-1-2-in-x-11-7-8-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/IUS256-1188.png,2026-01-10 21:44:43.520443
Turks Tra Lumber,Lumber & Framing Components,IUS2.56/16,"2-1/2""x16"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$7.78,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-2-1-2-in-in-x-16-in-engineered-wood-pack-of-750,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/IUS256-16_RI.png,2026-01-10 21:44:43.611294
Turks Tra Lumber,Lumber & Framing Components,IUS1.81/9.5,"1-3/4""x9-1/2"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$4.49,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-1-3-4-in-x-9-1-2-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/IUS206-95_RI.png,2026-01-10 21:44:43.700954
