vendor,category,name,sku,flag,price,unit,url,image,brand,scraped_time,price_2026_01_06,unit_2026_01_06,status_2026_01_06,price_2026_01_08,unit_2026_01_08,status_2026_01_08,price_2026_01_07,unit_2026_01_07,status_2026_01_07,flagged_time,price_2026_01_10,unit_2026_01_10,status_2026_01_10
Turkstra Lumber,Lumber & Framing Components,"2-1/2""x11-7/8"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",IUS2.56/11.88,,$5.48,/ Each,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-2-1-2-in-x-11-7-8-in-engineered-wood,https://turkstralumber.com/cdn/shop/files/IUS256-1188.png,,,,,,,,,,,,,$5.48,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2-1/2""x16"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",IUS2.56/16,,$7.78,/ Each,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-2-1-2-in-in-x-16-in-engineered-wood-pack-of-750,https://turkstralumber.com/cdn/shop/files/IUS256-16_RI.png,,,,,,,,,,,,,$7.78,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"1-3/4""x9-1/2"" IUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",IUS1.81/9.5,,$4.49,/ Each,https://turkstralumber.com/products/ius-galvanized-face-mount-joist-hanger-for-1-3-4-in-x-9-1-2-in-engineered-wood,https://turkstralumber.com/cdn/shop/files/IUS206-95_RI.png,,,,,,,,,,,,,$4.49,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"3-1/2""x16"" ITS Top Flange Joist Hanger for Engineered Wood, Zinc Galvanized",ITS3.56/16,,$10.56,/ Each,https://turkstralumber.com/products/its-galvanized-top-flange-joist-hanger-for-3-1-2-in-x-16-in-engineered-wood,https://turkstralumber.com/cdn/shop/files/C_ITS356-16_ProdPho_RI_Prod_C0.png,,,,,,,,,,,,,$10.56,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"1-3/4""x9-1/2"" ITS TopFlange Joist Hanger for Engineered Wood, Zinc Galvanized",ITS1.81/9.5,,$5.45,/ Each,https://turkstralumber.com/products/its-galvanized-top-flange-joist-hanger-for-1-3-4-in-x-9-1-2-in-engineered-wood-pack-of-25,https://turkstralumber.com/cdn/shop/files/C_ITS181-95_ProdPho_Pho_Prod_I-JoistHybridHanger_C0.png,,,,,,,,,,,,,$5.45,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"1-3/4""x9-1/2"" HUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",HUS1.81/10,,$10.48,/ Each,https://turkstralumber.com/products/hus-galvanized-face-mount-joist-hanger-for-1-3-4-in-x-9-1-2-in-engineered-wood,https://turkstralumber.com/cdn/shop/files/C_HUS181-10_ProdPho_Pho_Prod_HeavyU-ShapedHanger_C0.png,,,,,,,,,,,,,$10.48,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"7""x9-1/2"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",HGUS7.25/10,,$51.44,/ Each,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-7-in-x-9-1-2-in-engineered-wood-pack-of-216,https://turkstralumber.com/cdn/shop/files/HGUS725-10_RI_1.png,,,,,,,,,,,,,$51.44,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"7""x14"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",HGUS7.25/14,,$58.51,/ Each,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-7-in-x-14-in-engineered-wood-pack-of-8,https://turkstralumber.com/cdn/shop/files/HGUS725-14_RI.png,,,,,,,,,,,,,$58.51,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"5-1/4""x9-1/2"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",HGUS5.50/10,,$37.98,/ Each,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-5-1-4-in-x-9-1-2-in-engineered-wood-pack-of-12,https://turkstralumber.com/cdn/shop/files/HGUS550-10_RI_1.png,,,,,,,,,,,,,$37.98,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"5-1/4""x14"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvaized",HGUS5.50/14,,$48.31,/ Each,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-5-1-4-in-x-14-in-engineered-wood-pack-of-12,https://turkstralumber.com/cdn/shop/files/HGUS550-14_RI.png,,,,,,,,,,,,,$48.31,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"5-1/4""x11-7/8"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",HGUS5.50/12,,$34.90,/ Piece,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-5-1-4-in-x-11-7-8-in-engineered-wood,https://turkstralumber.com/cdn/shop/files/HGUS550-12_RI.png,,,,,,,,,,,,,$34.90,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"HGUS Face Mount Joist Hanger for 4x8, Zinc Galvanized",HGUS48,,$30.22,/ Each,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-4x8-pack-of-432,https://turkstralumber.com/cdn/shop/files/HGUS48_RI.png,,,,,,,,,,,,,$30.22,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"HGUS Face Mount Joist Hanger for 4x14, Zinc Galvanized",HGUS414,,$47.98,/ Each,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-4x14,https://turkstralumber.com/cdn/shop/files/HGUS414_RI.png,,,,,,,,,,,,,$47.98,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"HGUS Face Mount Beam Hanger for 4x10, Zinc Galvanized",HGUS410-PC,,$29.75,/ Piece,https://turkstralumber.com/products/hgus-galvanized-face-mount-beam-hanger-for-4x10-pack-of-12,https://turkstralumber.com/cdn/shop/files/HGUS410_layer.png,,,,,,,,,,,,,$29.75,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"5-1/2"" HGUS Face-Mount Joist Hanger for Triple 2x Truss, Zinc Galvanized",HGUS26-3-PC,,$23.25,/ Piece,https://turkstralumber.com/products/hgus-5-1-2-in-galvanized-face-mount-joist-hanger-for-triple-2x-truss,https://turkstralumber.com/cdn/shop/files/HGUS26-3_RI.png,,,,,,,,,,,,,$23.25,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,7/8”x4’x8’ T&G Enhanced Oriented Strand Board (OSB),78OSBA,,$82.00,/ Sheet,https://turkstralumber.com/products/7-8-4-x-8-advanced-orientated-strand-board-osb-engineered-wood-sheeting-22-mm,https://turkstralumber.com/cdn/shop/files/osba_4bde4bae-1937-465c-9395-52c4d97f0e1a.jpg,,,,,,,,,,,,,$82.00,/ Sheet,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"5/8""x4'x8' Brown Pressure Treated Plywood",58BTP,,$76.98,/ Sheet,https://turkstralumber.com/products/3-4-x-4-x-8-brown-pressure-treated-plywood,https://turkstralumber.com/cdn/shop/files/34btp.webp,,,,,,,,,,,,,$76.98,/ Sheet,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,3/4”x4’x8’ Tongue and Groove Spruce Plywood,34SPRTG,,$63.98,/ Sheet,https://turkstralumber.com/products/3-4-4-x-8-construction-grade-tongue-and-groove-spruce-plywood-18-5-mm,https://turkstralumber.com/cdn/shop/files/SpruceTGPly.jpg,,,,,,,,,,,,,$63.98,/ Sheet,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,1” X 1” Spruce Cant Strip,11SC,,$0.40,/ Lineal Foot,https://turkstralumber.com/products/1-x-1-spruce-cant-strip,https://turkstralumber.com/cdn/shop/files/cantstrip.png,,,,,,,,,,,,,$0.40,/ Lineal Foot,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,Bridging For 8” Joists On 16” Centres,IBS816,,$18.00,/ Piece,https://turkstralumber.com/products/ibs2000-bridging-for-8-joists-on-16-centres,https://turkstralumber.com/cdn/shop/files/IBSBridging_16bee995-e8ad-44b3-ab9d-d5afa0a9cefe.jpg,,,,,,,,,,,,,$18.00,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,Bridging For 8” Joists On 12” Centres,IBS812,,$18.00,/ Piece,https://turkstralumber.com/products/ibs2000-bridging-for-8-joists-on-12-centres,https://turkstralumber.com/cdn/shop/files/IBSBridging_fbdcf606-f506-4044-8c44-51c7b42c86ed.jpg,,,,,,,,,,,,,$18.00,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,Bridging For 10” Joists On 16” Centres,IBS1016,,$18.00,/ Piece,https://turkstralumber.com/products/ibs2000-bridging-for-10-joists-on-16-centres,https://turkstralumber.com/cdn/shop/files/IBSBridging_358f34b6-cb67-4705-a4b8-04ab94d6fa5a.jpg,,,,,,,,,,,,,$18.00,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,Bridging For 10” Joists On 12” Centres,IBS1012,,$18.00,/ Piece,https://turkstralumber.com/products/ibs2000-bridging-for-10-joists-on-12-centres,https://turkstralumber.com/cdn/shop/files/IBSBridging.jpg,,,,,,,,,,,,,$18.00,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,2” X 2” Bridging for 10” joists on 16” centres,BR1016,,$0.85,/ Piece,https://turkstralumber.com/products/2-x-2-bridging-for-10-joists-on-16-centres,https://turkstralumber.com/cdn/shop/files/bridging_cc4c47c3-8917-4412-a50c-fbc911727590.jpg,,,,,,,,,,,,,$0.85,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,2”x2” Bridging For 8” Joists On 16” Centres,BR816,,$0.85,/ Piece,https://turkstralumber.com/products/2-x-2-bridging-for-8-joists-on-16-centres,https://turkstralumber.com/cdn/shop/files/bridging_169d8be6-429b-4145-8112-490968dc5136.jpg,,,,,,,,,,,,,$0.85,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x8""x24' Spruce Construction Lumber",2824S,,$57.48,/ Piece,https://turkstralumber.com/products/2x8x24-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x8Spruce_bba3e632-8993-4266-b114-d3b15d323d9c.jpg,,,,,,,,,,,,,$57.48,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x8""x18' Spruce Construction Lumber",2818S,,$23.27,/ Piece,https://turkstralumber.com/products/2x8x18-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x8Spruce.jpg,,,,,,,,,,,,,$23.27,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,2”x8”x14’ Spruce Construction Lumber,2814S,,$25.74,/ Piece,https://turkstralumber.com/products/2-x8-x14-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x8Spruce_c8e2cf11-c9c4-4d71-9043-e8daabb3cfc6.jpg,,,,,,,,,,,,,$25.74,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x6""x20' Spruce Construction Lumber",2620S,,$22.62,/ Piece,https://turkstralumber.com/products/2x6x20-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x6Spruce_dbf6cc62-82d9-4bfe-b92a-6c1ffcf00776.jpg,,,,,,,,,,,,,$22.62,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,2”x12”x8’ Spruce Construction Lumber,2128S,,$26.21,/ Piece,https://turkstralumber.com/products/2-x12-x8-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x12spruce_3febd101-3642-47b9-a537-a9a59209cd59.jpg,,,,,,,,,,,,,$26.21,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x12""x24' Spruce Construction Lumber",21224S,,$111.88,/ Piece,https://turkstralumber.com/products/2x12x24-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x12spruce_2de2ab6a-82d4-492f-9fe9-6e940c73ed8d.jpg,,,,,,,,,,,,,$111.88,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x12""x20' Spruce Construction Lumber",21220S,,$63.93,/ Piece,https://turkstralumber.com/products/2x12x20-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x12spruce_3ad20def-83b1-4d36-bb9c-aafb9415db96.jpg,,,,,,,,,,,,,$63.93,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,2”x12”x14’ Spruce Construction Lumber,21214S,,$54.65,/ Piece,https://turkstralumber.com/products/2-x12-x14-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x12spruce_4cef0fde-5355-41b6-a08c-7940eaa46637.jpg,,,,,,,,,,,,,$54.65,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x10""x24' Spruce Construction Lumber",21024S,,$72.43,/ Piece,https://turkstralumber.com/products/2x10x24-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x10spruce_d585c6bc-b861-41d2-a8b1-b2caac6ba466.jpg,,,,,,,,,,,,,$72.43,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x10”x12’ Spruce Construction Lumber",21012S,,$27.96,/ Piece,https://turkstralumber.com/products/2-x10-x12-kiln-dried-spruce-construction-lumber,https://turkstralumber.com/cdn/shop/files/2x10spruce_46cdf710-1a99-4b4c-be21-975aa44905b3.jpg,,,,,,,,,,,,,$27.96,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,9 1/2” AJS 25 I Joist 3 1/2” solid sawn flanges with OSB webbing,10AJS25,,Sold; Call for pricing: 1-855-561-1114,,https://turkstralumber.com/products/9-1-2-ajs-25-i-joist-3-1-2-solid-sawn-flanges-with-osb-webbing,https://turkstralumber.com/cdn/shop/files/ajsjoists_98e07d81-cdb2-4277-b91d-d03decef33c8.jpg,,,,,,,,,,,,,Sold; Call for pricing: 1-855-561-1114,,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,9 1/2” AJS 140 I Joist 2 1/2” solid sawn flanges with OSB webbing,10AJS140,,Sold; Call for pricing: 1-855-561-1114,,https://turkstralumber.com/products/9-1-2-ajs-140-i-joist-2-1-2-solid-sawn-flanges-with-osb-webbing,https://turkstralumber.com/cdn/shop/files/ajsjoists_1d89a9b8-cfd5-486d-81a4-79023e206d97.jpg,,,,,,,,,,,,,Sold; Call for pricing: 1-855-561-1114,,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x6""x104-5/8"" T-TEC LSL Precut Stud 1.35E",LSL269,,$28.44,/ Piece,https://turkstralumber.com/products/2-x-6-x-104-5-8-timberstrand-laminated-strand-lumber-pre-cut-studs,https://turkstralumber.com/cdn/shop/files/T-TEC-LSL-4_dd7a0ba7-d10e-4bab-a7b9-7d563712f826.png,,,,,,,,,,,,,$28.44,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x6""x116-5/8"" T-TEC LSL Precut Stud1.35E",LSL2610,,$31.60,/ Piece,https://turkstralumber.com/products/2-x-6-x-10-timberstrand-laminated-strand-lumber-pre-cut-studs,https://turkstralumber.com/cdn/shop/files/T-TEC-LSL-4_61328bdb-c6f0-47c7-a19c-7f10bb81437a.png,,,,,,,,,,,,,$31.60,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x4""x104-5/8"" T-TEC LSL Precut Stud 1.35E",LSL249,,$18.90,/ Piece,https://turkstralumber.com/products/2-x-4-x-104-5-8-timberstrand-laminated-strand-lumber-pre-cut-studs,https://turkstralumber.com/cdn/shop/files/T-TEC-LSL-4_ab2e277e-999b-4b0e-8d39-187794700a62.png,,,,,,,,,,,,,$18.90,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"2""x4""x116-5/8"" T-TEC LSL Precut Stud 1.35E",LSL2410,,$21.00,/ Piece,https://turkstralumber.com/products/2-x-4-x-10-timberstrand-laminated-strand-lumber-pre-cut-studs,https://turkstralumber.com/cdn/shop/files/T-TEC-LSL-4_598ce8aa-ab70-495b-bcb2-1b6e6f5fe603.png,,,,,,,,,,,,,$21.00,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,5 1/4” X 5 1/4” Versa-Lam® 1.8E 2650 Column,66LVL,,$12.82,/ Lineal Foot,https://turkstralumber.com/products/5-1-4-x-5-1-4-versa-lam%C2%AE-1-8e-2650-column,https://turkstralumber.com/cdn/shop/files/6x6lvl.jpg,,,,,,,,,,,,,$12.82,/ Lineal Foot,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,3 1/2” X 5 1/4” Versa-Lam® 1.8E 2650 Column,46LVL,,$5.81,/ Lineal Foot,https://turkstralumber.com/products/3-1-2-x-5-1-4-versa-lam%C2%AE-1-8e-2650-column,https://turkstralumber.com/cdn/shop/files/46lvl.jpg,,,,,,,,,,,,,$5.81,/ Lineal Foot,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"5 1/4"" X 14” X 12’ Versa-Lam® 2.1E 3100 Triple Laminated Veneer Lumber Beam",20LVL14-12TRPL,,$501.12,/ Piece,https://turkstralumber.com/products/5-1-4-x-14-x-12-versa-lam%C2%AE-2-1e-3100-triple-laminated-veneer-lumber-beam,https://turkstralumber.com/cdn/shop/files/LVLinuse_98a22936-dfe2-4302-8014-f86202f9676e.jpg,,,,,,,,,,,,,$501.12,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"3 1/2"" X 11 7/8” X 12’ Versa-Lam® 2.1E 3100 Double Laminated Veneer Lumber Beam",20LVL12-12DBL,,$252.00,/ Piece,https://turkstralumber.com/products/3-1-2-x-11-7-8-x-12-versa-lam%C2%AE-2-1e-3100-double-laminated-veneer-lumber-beam,https://turkstralumber.com/cdn/shop/files/LVLinuse_588eb824-97b2-4692-a0a9-3e0ed2ea4b07.jpg,,,,,,,,,,,,,$252.00,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"3 1/2"" X 9 1/2” X 20’ Versa-Lam® 2.1E 3100 Double Laminated Veneer Lumber Beam",20LVL10-20DBL,,$339.20,/ Piece,https://turkstralumber.com/products/3-1-2-x-9-1-2-x-20-versa-lam%C2%AE-2-1e-3100-double-laminated-veneer-lumber-beam,https://turkstralumber.com/cdn/shop/files/LVLinuse_0d91e1a4-4ec8-4971-9704-10ff3b6f8a1d.jpg,,,,,,,,,,,,,$339.20,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,8' Shed Truss 6/12 Pitch,ST8,,$79.00,/ Each,https://turkstralumber.com/products/8-shed-truss-6-12-pitch,https://turkstralumber.com/cdn/shop/files/st810.jpg,,,,,,,,,,,,,$79.00,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,4” X 4” X 10’ Spruce Cant Strip,44SC-10,,$15.50,/ Piece,https://turkstralumber.com/products/4-x-4-x-10-spruce-cant-strip,https://turkstralumber.com/cdn/shop/files/44SC-10.webp,,,,,,,,,,,,,$15.50,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,".157""x 2"" PDPAWL Powder-Actuated Pin w/ 1"" Washer (100/BX)",PDPAWL-200,,$24.15,/ Each,https://turkstralumber.com/products/pdpawl-157-in-x-2-in-powder-actuated-pin-w-1-in-washer-100-qty,https://turkstralumber.com/cdn/shop/files/PDPAWL_07c909f9-4754-498e-9f0a-1cb0f1f37b84.png,,,,,,,,,,,,,$24.15,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,".157""x2-1/2"" PDPAWL Powder-Actuated Pin w/ 1"" Washer (100/BX)",PDPAWL-250,,$25.80,/ Each,https://turkstralumber.com/products/pdpawl-157-in-x-2-1-2-in-powder-actuated-pin-w-1-in-washer-100-qty,https://turkstralumber.com/cdn/shop/files/PDPAWL.png,,,,,,,,,,,,,$25.80,/ Each,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,".157""x 3/4"" PDPA Powder-Actuated Pin (100/BX)",PDPA-75,,$10.65,/ Box,https://turkstralumber.com/products/pdpa-157-in-x-3-4-in-powder-actuated-pin-100-qty,https://turkstralumber.com/cdn/shop/files/PDPA_3d7e6da5-decf-479e-a162-21eb87db9c34.png,,,,,,,,,,,,,$10.65,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,".157""x2-7/8"" PDPA Powder-Actuated Pin (100/BX)",PDPA-287,,$19.95,/ Box,https://turkstralumber.com/products/pdpa-157-in-x-2-7-8-in-powder-actuated-pin-100-qty,https://turkstralumber.com/cdn/shop/files/PDPA_016c9f93-bddb-4f28-9528-c1891f0fb00c.png,,,,,,,,,,,,,$19.95,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,".157""x2-1/2"" PDPA Powder-Actuated Pin (100/BX)",PDPA-250,,$18.65,/ Box,https://turkstralumber.com/products/pdpa-157-in-x-2-1-2-in-powder-actuated-pin-100-qty,https://turkstralumber.com/cdn/shop/files/PDPA_90d4c2dc-e7f2-4ef9-90b3-e6dcf7c5b4d0.png,,,,,,,,,,,,,$18.65,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,".157""x2"" PDPA Powder-Actuated Pin (100/BX)",PDPA-200,,$15.75,/ Box,https://turkstralumber.com/products/pdpa-157-in-x-2-in-powder-actuated-pin-100-qty,https://turkstralumber.com/cdn/shop/files/PDPA_daf1912a-3ff6-4221-9372-1b9fe4a9b629.png,,,,,,,,,,,,,$15.75,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,".157""x1-1/2"" PDPA Powder-Actuated Pin (100/BX)",PDPA-150,,$12.95,/ Box,https://turkstralumber.com/products/pdpa-157-in-x-1-1-2-in-powder-actuated-pin-100-qty,https://turkstralumber.com/cdn/shop/files/PDPA_f5f5bf15-1dad-4d90-9e05-e82f781f3d91.png,,,,,,,,,,,,,$12.95,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,".157""x1"" PDPA Powder-Actuated Pin (100/BX)",PDPA-100,,$10.65,/ Box,https://turkstralumber.com/products/pdpa-157-in-x-1-in-powder-actuated-pin-100-qty,https://turkstralumber.com/cdn/shop/files/PDPA.png,,,,,,,,,,,,,$10.65,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"0.27 Caliber P27SL Plastic, 10-Shot Strip Load, Red (100/BX)",P27SL5,,$24.95,/ Box,https://turkstralumber.com/products/p27sl-0-27-caliber-plastic-10-shot-strip-load-red-100-qty,https://turkstralumber.com/cdn/shop/files/A_P27SL5_RetPackPho_RI_Prod_27-CaliberPlastic-StripLoads-Red_C0.png,,,,,,,,,,,,,$24.95,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"0.27 Caliber P27SL Plastic, 10-Shot Strip Load, Yellow (100/BX)",P27SL4,,$24.95,/ Box,https://turkstralumber.com/products/p27sl-0-27-caliber-plastic-10-shot-strip-load-yellow-100-qty,https://turkstralumber.com/cdn/shop/files/A_P27SL4_RetPackPho_RI_Prod_27-CaliberPlastic-StripLoads-Yellow_C0.png,,,,,,,,,,,,,$24.95,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"0.27 Caliber P27SL Plastic, 10-Shot Strip Load, Green (100/BX)",P27SL3,,$24.95,/ Box,https://turkstralumber.com/products/p27sl-0-27-caliber-plastic-10-shot-strip-load-green-100-qty,https://turkstralumber.com/cdn/shop/files/A_P27SL3_RetPackPho_RI_Prod_27-CaliberPlastic-StripLoads-Green-wBackground_C0.png,,,,,,,,,,,,,$24.95,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"0.22 Caliber P22AC Single Shot Crimp Load, LVL 3, Green (100/BX)",P22AC3,,$17.55,/ Box,https://turkstralumber.com/products/p22ac-0-22-caliber-single-shot-crimp-load-lvl-3-green-100-qty,https://turkstralumber.com/cdn/shop/files/A_P22AC3_RetPackPho_RI_Prod_22CaliberA-CrimpLoads_SingleShot-GreenPaint_C0.png,,,,,,,,,,,,,$17.55,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"0.22 Caliber P22AC Single Shot Crimp Load, LVL 4, Yellow (100/BX)",P22AC4,,$17.55,/ Box,https://turkstralumber.com/products/p22ac-0-22-caliber-single-shot-crimp-load-lvl-4-yellow-100-qty,https://turkstralumber.com/cdn/shop/files/A_P22AC4_RetPackPho_RI_Prod_22CaliberA-CrimpLoads_SingleShot-YellowPaint_C0.png,,,,,,,,,,,,,$17.55,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"1/2""x8"" L-Bolt Anchor Bolt, Hot Dipped Galvanized",LBOLT8HDG-PC,,$2.45,/ Piece,https://turkstralumber.com/products/1-2-in-x-8-in-hot-dip-galvanized-l-bolt-anchor-bolt-50-qty,https://turkstralumber.com/cdn/shop/files/C_LBOLT62100HDG_ProdPho_Pho_Prod_SideView_CA_C0_1_cd2c98ec-4af3-49e3-b4e9-8a90552ec923.png,,,,,,,,,,,,,$2.45,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"0.22 Caliber P22A Single Shot Crimp Load, LVL 2, Brown (100/BX)",P22AC2,,$17.55,/ Box,https://turkstralumber.com/products/p22ac-0-22-caliber-single-shot-crimp-load-lvl-2-brown-100-qty,https://turkstralumber.com/cdn/shop/files/A_P22AC2_RetPackPho_RI_Prod_22CaliberA-CrimpLoads_SingleShot-BrownPaint_C0.png,,,,,,,,,,,,,$17.55,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"1/2"" Plywood Clip (250/Box)",PSCL1/2,,$25.95,/ Box,https://turkstralumber.com/products/1-2-plywood-clip-250-box,https://turkstralumber.com/cdn/shop/files/PSCL12.jpg,,,,,,,,,,,,,$25.95,/ Box,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,LGT 3-Ply Girder Tiedown with Strong-Drive® SDS Screws,LGT3-SDS2.5,,$92.53,/ Piece,https://turkstralumber.com/products/lgt-3-ply-girder-tiedown-with-strong-drive%C2%AE-sds-screws-pack-of-192,https://turkstralumber.com/cdn/shop/files/LGT3-SDS25_RI.png,,,,,,,,,,,,,$92.53,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,LGT 2-Ply Girder Tiedown,LGT2,,$23.71,/ Piece,https://turkstralumber.com/products/lgt-2-ply-girder-tiedown,https://turkstralumber.com/cdn/shop/files/LGT2_RI.png,,,,,,,,,,,,,$23.71,/ Piece,NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"7/16"" 20 Gauge PSCL Panel Sheathing Clip (50/PK)",PSCL7/16-50,,$13.25,/ Pack (approx),https://turkstralumber.com/products/pscl-20-gauge-panel-sheathing-clip-for-7-16-in-plywood-50-qty,https://turkstralumber.com/cdn/shop/files/PSCL7-16_RI_d621907b-6665-4fef-86a0-bfe7f0ace7f7.png,,,,,,,,,,,,,$13.25,/ Pack (approx),NEW ENTRY
Turkstra Lumber,Lumber & Framing Components,"5/8"" 20 Gauge PSCL Panel Sheathing Clip (250/BX)",PSCL5/8,,$29.95,/ Box,https://turkstralumber.com/products/pscl-20-gauge-panel-sheathing-clip-for-5-8-in-plywood-250-qty,https://turkstralumber.com/cdn/shop/files/PSCL5-8_RI.png,,,,,,,,,,,,,$29.95,/ Box,NEW ENTRY
